id,coordinates
16483,"37.2918891906738,-121.87890625"
8969,"33.72334,-118.312054"
1005782,"33.797534942627,-118.307159423828"
14352,"33.98901,-118.309936"
13417,"33.761986,-118.31082"
1008776,"33.7755393981934,-117.86979675293"
1006993,"32.769588470459,-117.147453308105"
15995,"37.29125,-121.989564"
15953,"34.1519,-118.825811"
8626,"37.700751,-122.483211"
11576,"37.300164,-121.950533"
13316,"37.219793,-121.861152"
9187,"36.704406,-121.667246"
9205,"34.059427,-118.444728"
12149,"34.048356,-118.435384"
8180,"37.607184402181,-122.06516817733"
14450,"35.317695,-119.054876"
1006578,"33.9481163024902,-118.003028869629"
91101,"34.0190696716309,-118.153511047363"
18491,"33.960443891525,-118.0324999603"
10531,"33.999192,-118.078923"
15027,"33.804118,-118.169935"
17061,"33.88954,-118.144093"
15435,"37.480189,-122.151126"
13942,"36.849963,-119.729724"
9022,"37.303795,-121.897268"
15536,"37.974098,-122.041704"
15904,"37.976515,-122.033764"
1006914,"34.0242118835449,-118.491676330566"
14637,"34.05211,-118.26323"
19370,"34.062508,-118.354609"
7232,"34.062443,-118.345269"
8668,"34.061907,-118.33892"
16134,"34.128899,-117.88329"
91227,"34.061450958252,-118.299522399902"
15618,"34.06073,-118.306143"
11305,"34.055928,-118.270336"
16033,"34.036049,-118.477694"
10216,"33.592594,-117.123785"
14776,"37.312986,-121.94975"
10971,"33.53953,-117.144325"
1010250,"33.5239410400391,-117.16178894043"
9133,"38.547999,-122.805425"
6664,"38.54845,-122.816279"
10572,"32.833901,-116.749557"
68125,"32.855257,-116.931094"
11477,"37.388862,-120.735749"
13871,"33.887684,-117.330405"
9652,"34.252415,-118.812815"
16185,"38.769151,-121.330543"
11957,"34.169144,-118.605384"
11258,"37.466428,-122.224423"
11787,"33.88809,-117.866776"
15538,"33.888229,-117.829467"
10820,"37.639577,-120.92549"
9344,"33.970592,-118.188383"
15643,"37.766164,-120.846958"
12526,"37.797043,-121.192117"
9278,"37.332533,-120.460132"
1008956,"41.7029876708984,-122.645950317383"
8634,"34.028415,-117.119274"
11562,"34.03467,-117.071892"
14220,"38.426334,-122.668154"
1005859,"37.4015502929688,-121.932907104492"
14354,"33.681474,-117.811756"
11570,"33.67151,-117.7894"
11571,"33.654454,-117.738427"
10477,"37.366079566566,-121.82803111538"
16378,"33.636883,-117.921528"
66442,"36.600732,-121.89409"
12583,"37.587198,-122.064953"
14851,"37.675124,-121.873919"
9473,"37.710046,-121.926593"
15534,"38.165453,-122.254667"
113917,"38.6489906311035,-121.350402832031"
15109,"33.859921601905,-117.79392573839"
15610,"33.798614,-117.920221"
16648,"33.788646,-117.914857"
9846,"38.706269,-121.326291"
12055,"33.759548,-117.833694"
11574,"37.966407,-121.782387"
16493,"33.689922,-117.87755"
15667,"33.637847,-117.591406"
13833,"37.978821,-122.295056"
6876,"34.472673,-117.243824"
6633,"37.344608,-120.6152"
16736,"34.123822,-118.056498"
10055,"37.905799509153,-121.22235055431"
1005783,"34.0306396484375,-117.593078613281"
9774,"34.071814,-117.593793"
17034,"33.634149,-117.916588"
1006773,"34.0232582092285,-117.508522033691"
17779,"38.596166,-121.392501"
8825,"38.60097,-121.427129"
15801,"38.595865,-121.364103"
15810,"37.279609,-122.031852"
13431,"33.945739,-117.386589"
11318,"33.9465,-117.396997"
10442,"33.946077,-117.416195"
89996,"37.9948692321777,-122.106132507324"
11316,"34.10693,-117.938589"
8843,"37.763719,-122.477464"
10443,"34.132698,-118.147755"
16268,"33.872563,-118.378862"
9189,"33.873005,-118.343002"
16041,"33.873155,-118.308849"
9907,"36.793465,-119.8727"
14400,"36.794181,-119.755861"
13719,"36.794304,-119.682669"
15733,"36.792225,-119.82627"
18546,"33.658481,-117.970136"
11224,"33.932017,-118.183349"
15457,"37.739591,-121.451307"
11138,"34.061043,-118.414938"
17031,"34.077117,-118.134113"
11280,"34.003004,-118.167135"
12037,"34.038379,-118.144542"
14077,"39.095129,-120.950246"
6904,"38.693898,-121.291667"
1005880,"38.9226875305176,-121.058967590332"
15996,"38.904149,-121.073914"
15568,"38.744864215284,-121.17103600567"
15550,"37.511246,-121.947944"
7115,"33.871835,-118.270445"
7079,"38.004002,-121.806169"
11237,"33.841631,-118.262325"
6677,"34.558252,-118.046611"
9608,"33.100147,-117.3119"
11476,"36.981439,-120.086151"
8622,"33.6814,-116.177"
1005687,"34.6750640869141,-118.147651672363"
13799,"34.674734,-118.167826"
9098,"33.772523,-118.372996"
15034,"34.601203918457,-118.143417358398"
14110,"32.904008,-117.100428"
12309,"33.85776,-118.36518"
7037,"32.747261,-116.962063"
18658,"32.771435,-117.069748"
10563,"34.035340492178,-117.91187234143"
9355,"33.65545,-117.701524"
18135,"34.285458,-118.50194"
16265,"33.606879,-117.889601"
10028,"34.07027,-117.97935"
11187,"32.773899711183,-117.02744265708"
10894,"34.080524,-118.152199"
18308,"34.072436,-117.881852"
11077,"37.789909,-122.394571"
18475,"37.294616,-121.93093"
15019,"34.121785,-117.574956"
14127,"34.120645,-117.202595"
15530,"34.121655,-117.51074"
8644,"37.805279,-122.414945"
89886,"37.3254432678223,-122.014381408691"
10429,"37.700712892249,-122.12457"
11650,"37.625755,-122.426002"
16115,"33.789407,-117.993304"
10573,"33.68781,-117.98845"
12305,"34.402152,-119.723166"
16535,"33.726368,-117.988656"
14302,"33.759148,-117.98942"
15828,"33.938599,-117.967429"
91334,"33.6574249267578,-117.987976074219"
7017,"34.470869,-117.340039"
12412,"34.469934,-117.351069"
17613,"38.940136,-121.095929"
17356,"37.360731,-120.594141"
14914,"33.808583,-118.124935"
91315,"33.7960205078125,-118.124862670898"
11947,"34.058748,-118.416168"
11712,"33.759873,-118.133773"
11723,"37.510623,-122.293647"
15913,"38.065975,-122.165209"
116429,"37.6566467285156,-121.900177001953"
16811,"37.231955,-121.774835"
7048,"37.373108,-121.872943"
17306,"34.923416,-120.426943"
13336,"34.07597,-118.344996"
12432,"33.998614,-118.055755"
15639,"34.076993,-118.383543"
9130,"38.577149,-121.480939"
14130,"34.018776,-118.107089"
9033,"34.070585,-118.402375"
13341,"34.066775,-118.410124"
15561,"38.653036,-121.12328"
8039,"34.250801,-116.884202"
15804,"33.918623,-117.901678"
11767,"38.674673294632,-121.27164312638"
13407,"33.64101,-117.854008"
9021,"37.798853,-121.921939"
6364,"37.800637,-121.919586"
7862,"38.054595,-122.155573"
17029,"36.81475,-119.79067"
17798,"33.982867,-117.339611"
15255,"37.249129,-121.857862"
1006916,"37.2354202270508,-121.913375854492"
12673,"37.250701,-121.865926"
15691,"37.235649,-121.96449"
10239,"38.800405,-121.294173"
8687,"38.654343,-121.179834"
15466,"33.740019,-116.410304"
7886,"39.100436,-121.616213"
12056,"37.385351,-121.927919"
10658,"37.312014,-122.031871"
9609,"33.744057,-118.015308"
8146,"33.722805,-118.041798"
15584,"32.669506,-117.02244"
13430,"34.106478,-117.806452"
15903,"32.644801,-116.999694"
1005455,"32.6483001708984,-117.058700561523"
10777,"40.529715,-122.381265"
8632,"36.694576,-121.595871"
9481,"37.503735,-121.97646"
12484,"37.328332,-121.966114"
8150,"34.443365,-118.510597"
16123,"34.426012,-118.5388"
9665,"32.820315,-116.961964"
15625,"38.558372,-121.336062"
8695,"33.917028,-117.900681"
16544,"33.9122880219,-117.88232665648"
1008641,"33.9151573181152,-117.887733459473"
15249,"34.053728,-118.466123"
14830,"34.064485,-118.4694"
13365,"37.560125,-122.281717"
10036,"34.041593,-118.262377"
12062,"37.42739,-122.149271"
9718,"37.66916,-121.032453"
16291,"33.690184,-117.890296"
14084,"33.701921125069,-117.88470213541"
9152,"33.773587,-117.884295"
1008976,"33.6680068969727,-117.883323669434"
6956,"33.71586,-117.884905"
1005572,"34.0398635864258,-118.472717285156"
16305,"35.249154,-120.643146"
13950,"37.800475,-122.273954"
1006619,"32.8077278137207,-116.958312988281"
16445,"37.786167,-122.409156"
7844,"37.811714,-122.267212"
15614,"32.631253,-117.089193"
8623,"36.203478,-121.136701"
11095,"32.71588,-117.169052"
14081,"37.585883,-122.365348"
9692,"32.742565,-117.030334"
92685,"34.0183181762695,-118.489776611328"
15465,"34.914088,-120.435434"
14186,"32.807271,-116.950822"
14014,"32.60636,-117.0801"
11946,"34.0593,-118.412792"
14006,"34.936903,-120.436435"
15260,"37.896062,-122.057567"
17222,"33.672838,-117.95344"
7842,"33.838376,-117.958658"
15594,"33.8178,-117.959199"
9356,"33.72958,-117.95369"
15443,"33.693884,-117.954464"
94724,"33.7782936096191,-117.958137512207"
1008872,"33.7599143981934,-117.954627990723"
13351,"34.062525,-118.447325"
11397,"37.82651,-122.209557"
16964,"38.458967,-121.413477"
9704,"38.390489515965,-121.41749742465"
9462,"37.998169,-121.873553"
17685,"34.17252,-118.447483"
18430,"37.579395,-122.346123"
11766,"37.788567,-122.422218"
116568,"39.1477584838867,-121.644470214844"
6941,"34.129638,-118.348506"
8876,"33.823496080255,-117.5154194301"
18676,"34.049756,-117.815724"
8918,"39.7264,-121.80117"
1005597,"33.8796653747559,-117.889678955078"
18625,"33.879803,-117.885233"
15434,"34.1551,-118.642934"
16502,"37.43556,-121.885799"
17060,"36.298453,-119.334084"
6678,"34.049159,-117.225702"
7946,"37.793062,-122.39976"
11230,"37.453707863651,-121.92110411798"
14083,"38.013407,-121.868112"
1007002,"34.2268676757813,-118.870880126953"
10972,"34.704169,-118.165055"
15666,"33.567038,-117.206556"
11953,"38.454746,-121.370967"
15558,"38.455521,-121.404825"
14827,"34.222201,-119.069785"
14085,"37.27071,-121.946278"
11069,"37.002428,-121.551274"
17929,"33.501644,-117.662558"
12235,"32.544048,-117.040563"
12819,"33.015983,-117.110862"
7182,"32.779813,-117.102808"
18556,"37.870446,-122.266046"
15011,"37.285271833086,-121.9785318836"
1005691,"32.7480583190918,-116.985069274902"
14367,"34.133568,-117.638131"
16029,"33.648685,-117.831347"
6828,"34.295819,-118.843767"
17606,"33.854041,-118.136447"
11801,"36.61614,-121.899234"
7376,"34.178939,-118.596746"
10209,"34.202798,-118.597512"
13352,"34.41593,-118.474837"
14844,"37.868869,-122.268201"
14617,"33.955845,-117.330214"
9517,"36.607897,-121.855659"
16475,"36.581984,-121.82849"
15980,"37.370636,-121.842248"
9222,"37.300208,-121.821867"
12575,"37.274853,-121.857502"
16443,"37.331025,-121.811955"
7995,"37.313194,-121.80817"
15841,"36.978104,-121.96638"
8819,"36.976989,-121.966436"
9503,"35.380878,-119.016164"
14839,"33.125067,-117.320171"
16505,"32.937451,-117.230332"
91289,"36.5383987426758,-121.909637451172"
8740,"32.981436,-117.07525"
8244,"32.920412,-117.214219"
12225,"33.941078,-118.048001"
17028,"34.133242,-117.616564"
15942,"34.394872,-119.513183"
14282,"33.831768,-118.297594"
1005891,"33.8317184448242,-118.074096679688"
12166,"37.75134,-122.431704"
11148,"37.387506,-122.083058"
8831,"37.695982,-122.078044"
15760,"37.694743,-122.086281"
10958,"35.776567,-119.251747"
16565,"36.86437,-119.757413"
9620,"34.076241,-118.380725"
10930,"34.13552,-118.257965"
6807,"33.971434,-117.689197"
14461,"40.940365,-124.101334"
11809,"34.032861,-117.689946"
16871,"36.329747167941,-119.65522167141"
7924,"35.641867,-120.687022"
1006808,"33.9883270263672,-118.257118225098"
8243,"33.874262,-118.247704"
11219,"34.026511,-117.689676"
12122,"37.664834,-120.957027"
11986,"33.870607,-118.059654"
1007141,"34.0587959289551,-118.240348815918"
9153,"34.675299,-118.114351"
8352,"34.173754,-119.161536"
13422,"33.787594,-117.867681"
12409,"33.787387,-117.814758"
11764,"37.973508,-121.302098"
15631,"33.789472,-117.892782"
1006552,"33.7878189086914,-117.836372375488"
7381,"37.421835,-122.096395"
9498,"32.780619,-116.956496"
1009982,"34.2652206420898,-118.523864746094"
12073,"34.25674,-118.580383"
13839,"35.368853,-119.01844"
15803,"37.800645,-122.43854"
1005362,"37.7613754272461,-121.959983825684"
12123,"39.728942,-121.840906"
16777,"37.287195,-121.945056"
17430,"37.28874,-120.454172"
14007,"35.634672,-117.669467"
16948,"34.011003,-117.735976"
10235,"33.994282503069,-117.75724020389"
8828,"35.293693,-120.670918"
16284,"37.836616,-122.295069"
16706,"32.629502,-117.087905"
12069,"37.768999,-122.427673"
6526,"40.589606,-122.351942"
14074,"38.729952,-121.289361"
9160,"37.794137,-122.396856"
9338,"34.005613,-118.152584"
9796,"34.087327,-117.89046"
11244,"37.553833,-121.975127"
11614,"34.283261,-118.718174"
12569,"32.811439,-117.200621"
1005373,"32.8347206115723,-117.187377929688"
14929,"32.83234,-117.166043"
16528,"32.829635,-117.203207"
16254,"32.831155,-117.130697"
12128,"34.095638,-117.717924"
13358,"34.849552,-117.082926"
18448,"33.977003,-117.459038"
14023,"37.964117,-121.990053"
13348,"37.953491,-121.955066"
7544,"33.6149,-117.26289"
18293,"33.599366,-117.176029"
16237,"33.595209,-117.243048"
8890,"36.73619,-119.700165"
14024,"38.658533,-120.972626"
18144,"37.15567,-121.650685"
9703,"37.143977,-121.664508"
8326,"32.71813,-117.134032"
1005688,"38.458797454834,-122.732597351074"
9648,"37.677763,-120.976245"
15111,"35.399401,-119.091573"
11265,"35.354468,-119.094268"
7091,"37.341369,-121.911566"
113667,"37.3503952026367,-121.922096252441"
15940,"33.986685,-117.869987"
87280,"33.250818,-117.300195"
17940,"33.18183,-117.294866"
16862,"32.744266,-117.053712"
8652,"32.696261,-117.132621"
10029,"33.690319877212,-117.34208533015"
14079,"37.752839,-121.141041"
18545,"34.146175,-118.115502"
15617,"34.027318,-118.474887"
1010159,"34.1459159851074,-118.152503967285"
15819,"34.139093,-118.215373"
1007625,"34.142578125,-118.23509979248"
14898,"34.145678,-118.141674"
8690,"37.433218,-122.128314"
7904,"34.158905,-118.28572"
16579,"34.127492,-118.444054"
91336,"34.161563873291,-118.289543151855"
13403,"37.979888,-122.05606"
12887,"37.978071,-121.992905"
13949,"36.700002,-121.620097"
16580,"37.948717,-122.059689"
14303,"32.830427,-117.153709"
10530,"41.761643,-124.198199"
7922,"34.444220305771,-118.5742860429"
13440,"34.459791,-118.534143"
15250,"33.600712,-117.872769"
9507,"32.74826,-117.131167"
15798,"32.686453,-117.180079"
13933,"38.334983,-122.67769"
1006936,"37.2486534118652,-121.802696228027"
14242,"33.757389,-116.391554"
13314,"37.928678158948,-122.03962887232"
20208,"38.66995,-121.72719"
15585,"33.792659,-118.331678"
7925,"34.019273,-118.334759"
9664,"33.924168,-118.325745"
11475,"33.823617,-118.328233"
11382,"34.047996,-118.23902"
7663,"34.039615,-118.33089"
9501,"35.616467,-120.658794"
1005539,"33.7282333374023,-117.836883544922"
8628,"37.777608,-121.972696"
15204,"33.567375,-117.636916"
18001,"37.594987,-120.992754"
17595,"33.570236,-117.832865"
20151,"37.658744,-122.061828"
10891,"33.778645,-118.113302"
17204,"33.778212,-118.113873"
16824,"37.784064,-122.40398"
12570,"34.102401,-117.296775"
69955,"36.650244,-121.793434"
91138,"35.2968978881836,-120.653266906738"
10668,"35.296078,-120.653038"
10766,"36.809662,-119.746419"
12756,"34.17915,-117.32654"
8096,"34.178093,-117.32818"
13940,"33.12623,-117.159615"
17672,"33.721853,-117.77099"
9131,"37.321992,-122.032782"
8106,"37.275599,-121.922664"
17616,"37.969939,-122.519307"
10961,"37.302754,-121.862897"
11473,"32.838899,-116.980309"
11790,"37.421657,-121.921577"
16235,"40.571375,-122.350909"
11405,"37.786082,-122.409115"
9026,"37.821929,-121.999832"
8846,"38.661637,-121.354726"
13364,"33.816167,-116.45743"
11122,"38.353347,-121.985992"
11269,"33.940286,-117.278735"
11626,"34.139778,-118.023892"
13345,"34.074707,-117.547294"
8638,"34.107704,-117.536502"
14219,"34.134529,-117.537245"
15454,"37.521477043887,-122.33429619079"
11079,"37.588934,-122.019285"
17360,"33.847785,-118.264379"
11816,"33.846718,-118.081894"
8103,"33.846863,-118.11607"
10231,"33.83353,-118.348778"
1009967,"33.832389831543,-118.349464416504"
16658,"33.426013,-117.611386"
16613,"33.070265,-117.070762"
16827,"32.959384,-117.264981"
14838,"32.953263,-117.2312"
18425,"36.583944,-121.896959"
8679,"36.686767,-121.800047"
87402,"34.237201,-118.588539"
15451,"34.257689,-118.469819"
6519,"33.974644,-117.837676"
11418,"34.001423,-117.811459"
89079,"33.811514,-117.915415"
15422,"37.808039198605,-122.26542015044"
1005896,"33.8108940124512,-117.918823242188"
14369,"36.743095,-119.77987"
9731,"32.766683,-115.532885"
14521,"37.873141,-122.510122"
16926,"37.46163,-122.137281"
12529,"38.744935,-121.274579"
10959,"33.927078,-118.383827"
12192,"38.740829,-121.226512"
90553,"38.7441520690918,-121.223625183105"
14107,"37.645226,-120.991163"
9838,"32.748678,-117.124976"
16377,"34.182518,-118.310715"
1006973,"33.8085594177246,-117.921867370605"
14086,"38.579943,-121.50042"
12125,"37.702337,-121.933819"
7885,"38.642637,-121.532827"
13444,"37.130052,-121.638192"
14751,"37.599212495104,-122.06913575435"
8791,"37.714827,-122.141685"
8835,"38.670638018561,-121.15742370144"
10213,"38.32901,-122.697523"
18553,"34.0534,-118.253473"
7129,"38.690124,-121.123658"
9647,"39.152012,-123.195542"
18146,"37.337402,-121.888401"
7693,"34.123976,-118.219269"
11486,"39.760493,-121.843689"
14391,"33.969181,-118.164182"
14075,"32.6481,-116.966658"
8674,"33.891165,-117.776244"
16283,"34.075356,-117.891695"
8351,"37.324426,-121.814053"
11944,"37.791747,-122.397528"
1005700,"33.7246627807617,-117.835021972656"
89148,"33.7298011779785,-117.99536895752"
18627,"34.92001,-117.917572"
9492,"38.052363,-121.375273"
12755,"32.768289,-117.053344"
15941,"37.352143,-121.936609"
13948,"37.41356,-122.125534"
12317,"37.352947,-121.997329"
15682,"37.368438,-122.035485"
17902,"35.526204,-120.702712"
16550,"37.811189,-122.243417"
11080,"37.635351,-122.420304"
13359,"38.612757,-121.496962"
11786,"37.490309,-122.240179"
14921,"37.477394,-122.223439"
52099,"35.486027,-120.664615"
9947,"33.723984,-117.79381"
14398,"33.08794,-117.26889"
18575,"37.352746,-122.007712"
14217,"37.954867,-121.290192"
7754,"36.54591,-119.399154"
18552,"37.764211,-122.456249"
14115,"33.1416,-117.094022"
16188,"33.71981,-116.382423"
16496,"33.608552,-117.731482"
15546,"38.408621,-121.391968"
7401,"38.407741,-121.449689"
14353,"38.40923,-121.3535"
9463,"38.422951,-121.373621"
16354,"38.713891,-121.366443"
1007463,"37.4478569030762,-122.126243591309"
12163,"37.829174,-122.281716"
116312,"37.429256439209,-121.909332275391"
13349,"37.788587,-122.400958"
11958,"33.051613,-117.261544"
8812,"33.040178,-117.292834"
13325,"33.065182,-117.265411"
16036,"34.160776,-118.510383"
15108,"34.157727,-118.491662"
15269,"33.112857,-117.100871"
14283,"33.121277,-117.085332"
10237,"39.746578,-121.851558"
12478,"34.233106,-119.178286"
10033,"37.787948,-122.251006"
8461,"37.42681,-122.143946"
14727,"33.788734,-117.94092"
17630,"33.84104,-117.94199"
8786,"32.709113,-117.08525"
1005856,"33.8599624633789,-117.941833496094"
92308,"37.7898635864258,-122.434036254883"
10185,"38.598371,-121.450745"
17934,"37.771656,-120.835427"
11049,"34.157476,-118.151001"
16280,"34.119822,-118.149884"
14753,"34.057977,-118.363745"
8097,"37.804496,-122.433759"
16932,"32.748481,-117.100702"
16309,"34.136273,-118.150208"
10981,"34.071462,-117.788214"
18176,"33.680715,-117.906373"
6982,"33.774265,-117.90264"
14920,"38.790525,-121.287334"
17103,"38.78415,-121.2714"
11255,"32.750044,-117.170272"
9304,"34.186874,-118.624358"
14607,"33.721949,-116.194444"
13313,"38.570475,-121.455987"
12487,"38.43395,-122.68725"
8832,"34.071758,-118.360775"
16542,"33.616224,-117.872406"
1005762,"34.1566963195801,-118.437400817871"
10928,"32.76943,-117.16847"
1010420,"32.7674598693848,-117.166549682617"
113325,"36.7668266296387,-119.719398498535"
10308,"36.641573,-119.762428"
14927,"33.101772,-117.075032"
6882,"36.808636,-119.80605"
89201,"37.4173698425293,-122.130615234375"
91220,"34.0185890197754,-118.281768798828"
1006975,"34.1148719787598,-118.18334197998"
11722,"37.790232,-122.433976"
12753,"37.783421,-122.432888"
16449,"33.92523,-118.104988"
11165,"33.952159,-118.163922"
12429,"33.935787,-118.12338"
13842,"33.955165,-118.219499"
17633,"33.912413,-118.082182"
63031,"33.921684,-118.098342"
7245,"37.5336,-122.293885"
91202,"38.2991981506348,-122.285552978516"
91222,"37.7896118164063,-122.397552490234"
10210,"36.808365,-119.77127"
16501,"35.135963,-120.625217"
18423,"34.43897,-119.75237"
14168,"34.0716,-118.068059"
11047,"32.779517,-117.015043"
11714,"32.80162405538,-117.00053873664"
15977,"33.747684,-116.996149"
8174,"33.747259,-116.980115"
12349,"37.789359,-122.406823"
7691,"38.496165,-121.435761"
16223,"38.547299,-121.393322"
9689,"34.106878,-117.592256"
8007,"34.133188,-117.907892"
17064,"34.237546,-118.261143"
18316,"34.106777,-117.451416"
7400,"37.679156,-122.084253"
8897,"34.107633,-117.704047"
13796,"34.113182,-117.763584"
15110,"34.136137,-117.871793"
14987,"37.791776,-122.398263"
15598,"34.107319,-117.665722"
13363,"34.151145,-118.002447"
17588,"34.106143,-117.568605"
11175,"34.119187,-117.781306"
94436,"34.0723266601563,-118.197601318359"
7290,"35.298719,-116.640823"
20491,"35.261367,-116.688982"
16540,"36.87295,-119.77715"
9132,"37.560272,-122.275275"
12413,"37.552611,-122.253844"
16547,"38.543407,-121.740009"
14709,"37.274789,-121.893215"
10554,"39.126987,-121.636102"
11317,"32.770592,-117.158149"
9795,"33.939018,-117.261793"
9775,"36.938587,-121.77797"
11300,"38.481518,-121.503176"
13362,"38.534684,-121.49445"
14759,"37.352819,-122.051331"
15939,"37.5671,-122.024025"
7830,"37.961413,-121.269794"
9948,"34.033606,-118.18422"
11815,"34.080427,-118.152128"
11595,"37.548818,-121.988066"
14170,"36.808735,-119.77572"
16470,"32.790976,-117.099279"
11487,"32.776244,-117.155014"
14866,"32.782744,-117.126136"
13836,"36.417848,-121.319782"
15827,"37.774365,-122.230338"
1005701,"33.9948844909668,-117.907043457031"
6971,"38.604067,-121.401754"
18456,"38.730797,-120.786866"
18499,"37.786564,-122.40814"
17936,"38.452091,-122.771616"
7009,"33.739891,-118.292107"
8822,"33.982333,-118.248954"
9124,"33.910668,-117.458231"
68796,"38.772194,-121.265839"
87642,"38.772194,-121.265839"
12222,"34.221031,-118.469056"
14243,"34.055371,-117.750356"
18515,"32.798728,-117.2451"
15567,"38.613505,-121.516628"
10428,"33.987247,-117.372566"
14956,"37.924883,-122.088126"
12071,"37.786916,-122.410827"
14037,"37.52037,-120.84855"
15989,"37.667684,-122.468401"
16888,"32.868837,-117.214187"
8834,"32.819989,-117.181767"
18134,"33.783049,-116.356457"
15469,"38.481333,-121.409252"
12209,"38.663043,-121.741101"
16477,"33.877517547582,-117.963255896"
12818,"34.015839,-118.496416"
13353,"37.023162,-121.56361"
14848,"37.014277,-121.585026"
16264,"34.146645,-118.254853"
12246,"34.104119,-118.258942"
10228,"34.116528,-118.262856"
12754,"34.14831,-118.24649"
18145,"34.19828,-118.326706"
11273,"34.1714,-118.28968"
15264,"38.625687,-121.264792"
15573,"33.490589,-117.698268"
16848,"37.760993,-122.434749"
14445,"33.524472,-117.686162"
1006339,"34.4183883666992,-118.502975463867"
1005311,"33.7032432556152,-117.937088012695"
12829,"33.772036,-118.007013"
15449,"33.679694,-118.003607"
16536,"34.442396,-119.830609"
11481,"38.362469,-122.693057"
16541,"35.3092,-119.092529"
8706,"36.341004,-119.34761"
14794,"32.851685,-117.215768"
15807,"37.826512,-122.252029"
12176,"34.257362,-118.49916"
12666,"35.120601,-120.606149"
10430,"33.919085,-118.41336"
9418,"37.655279,-122.410947"
11776,"33.997073,-117.716726"
11894,"37.788469,-122.434812"
15961,"37.790022,-122.405629"
14706,"33.662812,-117.296929"
7907,"38.407456349464,-122.83959834583"
1007435,"37.4140434265137,-121.895599365234"
17363,"34.165232,-117.279069"
13437,"37.415785686776,-121.89917341279"
1005309,"33.8785438537598,-117.657958984375"
7472,"38.697598,-121.002826"
17871,"38.711115,-121.085471"
14460,"38.213614,-122.143925"
17733,"38.67987,-121.3337"
15665,"38.678165,-121.224517"
15090,"38.676808,-121.198058"
15461,"38.495046,-121.521091"
11489,"33.979247,-118.037187"
17900,"36.986122,-121.964562"
12416,"33.858789,-118.090567"
12178,"32.777422,-117.011067"
13387,"37.690093,-122.062675"
15541,"34.661769,-120.457319"
14481,"38.56763,-121.434277"
11142,"37.706247,-121.885634"
12752,"34.020825,-117.958229"
7673,"35.39719,-119.110704"
17102,"38.137696,-121.288085"
10396,"37.29403,-121.94435"
9520,"37.795099,-122.400512"
9038,"37.292714,-121.930344"
14106,"38.020255,-121.295447"
9035,"34.074908,-118.323461"
9162,"33.668659,-117.918821"
12464,"33.681635,-117.918996"
7875,"33.817725,-117.914675"
15452,"33.873729,-117.924008"
8242,"33.932268,-117.932611"
17935,"32.727909,-117.217685"
17220,"33.737356,-117.919647"
16781,"37.789778,-122.401736"
9104,"33.860206,-117.924364"
12609,"34.263172,-119.269573"
16898,"33.656404,-117.918789"
1006224,"32.7103385925293,-117.17057800293"
12831,"38.591215,-121.554531"
1006589,"33.2657661437988,-116.953994750977"
1005608,"34.4510192871094,-118.624664306641"
9030,"34.150464,-118.073182"
8177,"37.60882,-120.938985"
10841,"33.684865,-117.175382"
15990,"34.051303,-118.25516"
14869,"33.872473,-118.352071"
15026,"33.916609,-118.352197"
11039,"33.897064,-118.352165"
19140,"34.060375,-118.206808"
1005886,"38.9560775756836,-119.942268371582"
14316,"37.737551,-122.197833"
8170,"33.944368,-117.22603"
15547,"36.080642,-119.046323"
14868,"33.863055,-118.40041"
11586,"33.863931,-118.39163"
9169,"37.791973,-122.394513"
12124,"34.052829,-118.256962"
13859,"36.836994,-119.70147"
15458,"36.837808,-119.682019"
13694,"37.609872,-120.975238"
17262,"36.834354,-119.91672"
8112,"36.83452,-119.87917"
14559,"36.83246253572,-119.72940665497"
17353,"37.665931,-122.118568"
16236,"37.653677,-122.11039"
16512,"37.661088,-122.477619"
10727,"33.898556,-117.56335"
16776,"37.895573,-122.529313"
9159,"34.105349,-118.336826"
10607,"33.923275,-116.949981"
14301,"34.3961,-118.916977"
16800,"37.92705,-121.691939"
14459,"37.332959,-119.652417"
12836,"34.12136,-116.42166"
13457,"38.877185,-121.295444"
11123,"38.773600201717,-121.26325654633"
16478,"38.789035,-121.225879"
10728,"33.569496,-116.0872"
113205,"33.6291465759277,-117.910331726074"
16481,"37.700531,-121.066515"
6331,"35.245477,-120.674206"
15759,"34.148859,-118.12158"
16260,"37.263265,-121.918807"
1010149,"37.5378112792969,-122.300186157227"
14397,"33.799076,-117.91818"
10543,"37.78622,-122.410623"
18650,"32.703294,-117.158209"
15685,"33.610625,-114.604954"
8807,"37.337938,-122.041599"
12387,"33.787807,-118.138834"
16537,"37.846619,-122.291674"
15442,"34.427952,-119.870811"
16456,"34.10133,-118.338908"
9009,"34.101702,-118.3373"
20071,"34.101547,-118.341444"
90032,"34.1014518737793,-118.326469421387"
16180,"34.101916,-118.309025"
12825,"33.945841,-118.331115"
6568,"34.195019,-118.348436"
8636,"37.337171,-122.066703"
8838,"37.790947,-122.398634"
14910,"37.338455,-121.994857"
14926,"37.337387,-122.014773"
90325,"34.2052764892578,-118.227821350098"
15096,"38.47928,-122.736383"
15010,"38.818593,-121.189304"
17764,"32.713469,-117.162436"
13324,"32.713654,-117.162437"
8014,"36.953162,-120.082904"
11211,"33.977804,-118.391965"
12112,"38.595212,-121.417346"
9693,"35.584277,-120.696964"
9343,"38.573195,-121.414694"
16588,"34.139599,-117.98101"
8704,"34.104295,-118.152868"
